SpotPositionMap_X,SpotPositionMap_Y,Spot_weights
-52.30644,-58.62185,0.0008
-39.99904,-58.62185,0.0008
-27.69164,-58.62185,0.0008
-15.38425,-58.62185,0.0008
-3.076849,-58.62185,0.0005
3.076849,-58.62185,0.0005
15.38425,-58.62185,0.0008
27.69164,-58.62185,0.0008
39.99904,-58.62185,0.0008
52.30644,-58.62185,0.0008
55.38329,-53.29259,0.0025
49.22959,-53.29259,0.001
43.07589,-53.29259,0.0021
36.92219,-53.29259,0.0014
30.76849,-53.29259,0.002
24.61479,-53.29259,0.0015
18.4611,-53.29259,0.0018
12.3074,-53.29259,0.0016
6.153698,-53.29259,0.0021
1.598721e-14,-53.29259,0.0013
-6.153698,-53.29259,0.0022
-12.3074,-53.29259,0.0015
-18.4611,-53.29259,0.0017
-24.61479,-53.29259,0.0016
-30.76849,-53.29259,0.0019
-36.92219,-53.29259,0.0014
-43.07589,-53.29259,0.0021
-49.22959,-53.29259,0.001
-55.38329,-53.29259,0.0025
-58.46014,-47.96333,0.0005
-52.30644,-47.96333,0.0005
-46.15274,-47.96333,0.0013
-39.99904,-47.96333,0.0005
-33.84534,-47.96333,0.0009
-27.69164,-47.96333,0.0008
-21.53794,-47.96333,0.001
-15.38425,-47.96333,0.0007
-9.230548,-47.96333,0.0009
-3.076849,-47.96333,0.001
3.076849,-47.96333,0.001
9.230548,-47.96333,0.0009
15.38425,-47.96333,0.0009
21.53794,-47.96333,0.001
27.69164,-47.96333,0.0007
33.84534,-47.96333,0.0009
39.99904,-47.96333,0.0005
46.15274,-47.96333,0.0012
52.30644,-47.96333,0.0005
58.46014,-47.96333,0.0004
55.38329,-42.63408,0.0024
49.22959,-42.63408,0.0016
43.07589,-42.63408,0.0011
36.92219,-42.63408,0.0014
30.76849,-42.63408,0.0012
24.61479,-42.63408,0.0015
18.4611,-42.63408,0.0013
12.3074,-42.63408,0.0016
6.153698,-42.63408,0.0013
3.019807e-14,-42.63408,0.0016
-6.153698,-42.63408,0.0013
-12.3074,-42.63408,0.0015
-18.4611,-42.63408,0.0012
-24.61479,-42.63408,0.0015
-30.76849,-42.63408,0.0012
-36.92219,-42.63408,0.0014
