SpotPositionMap_X,SpotPositionMap_Y,Spot_weights
-56.41935,-58.6327,0.0031
-50.77741,-58.6327,0.0021
-45.13548,-58.6327,0.0019
-39.49354,-58.6327,0.0019
-33.85161,-58.6327,0.0018
-28.20967,-58.6327,0.0021
-22.56774,-58.6327,0.0018
-16.9258,-58.6327,0.002
-11.28387,-58.6327,0.0019
-5.641934,-58.6327,0.0018
-1.24345e-14,-58.6327,0.0018
5.641934,-58.6327,0.0018
11.28387,-58.6327,0.0018
16.9258,-58.6327,0.0019
22.56774,-58.6327,0.0018
28.20967,-58.6327,0.0021
33.85161,-58.6327,0.0019
39.49354,-58.6327,0.0019
45.13548,-58.6327,0.002
50.77741,-58.6327,0.0022
56.41935,-58.6327,0.0028
59.24031,-53.74664,0.0028
53.59838,-53.74664,0.0163
47.95644,-53.74664,0.0041
42.31451,-53.74664,0.01
36.67257,-53.74664,0.0068
31.03064,-53.74664,0.0079
25.38871,-53.74664,0.0078
19.74677,-53.74664,0.0072
14.10484,-53.74664,0.0076
8.462902,-53.74664,0.0076
2.820967,-53.74664,0.0074
-2.820967,-53.74664,0.0074
-8.462902,-53.74664,0.0076
-14.10484,-53.74664,0.008
-19.74677,-53.74664,0.0075
-25.38871,-53.74664,0.0081
-31.03064,-53.74664,0.0078
-36.67257,-53.74664,0.0065
-42.31451,-53.74664,0.0105
-47.95644,-53.74664,0.0035
-53.59838,-53.74664,0.016
-59.24031,-53.74664,0.003
-56.41935,-48.86059,0.0062
-50.77741,-48.86059,0.0004
-45.13548,-48.86059,0.0017
-39.49354,-48.86059,0.0033
-33.85161,-48.86059,0.0021
-28.20967,-48.86059,0.0036
-22.56774,-48.86059,0.0033
-16.9258,-48.86059,0.0034
-11.28387,-48.86059,0.0039
-5.641934,-48.86059,0.0038
-1.24345e-14,-48.86059,0.0037
5.641934,-48.86059,0.004
11.28387,-48.86059,0.0042
16.9258,-48.86059,0.0035
22.56774,-48.86059,0.0034
28.20967,-48.86059,0.0036
33.85161,-48.86059,0.0024
39.49354,-48.86059,0.0032
45.13548,-48.86059,0.0016
50.77741,-48.86059,0.0006
56.41935,-48.86059,0.0069
59.24031,-43.97453,0.0014
53.59838,-43.97453,0.0082
47.95644,-43.97453,0.0027
42.31451,-43.97453,0.0076
36.67257,-43.97453,0.0044
31.03064,-43.97453,0.0046
25.38871,-43.97453,0.0058
19.74677,-43.97453,0.0047
14.10484,-43.97453,0.0052
8.462902,-43.97453,0.0056
2.820967,-43.97453,0.0052
-2.820967,-43.97453,0.005
-8.462902,-43.97453,0.0054
-14.10484,-43.97453,0.0054
-19.74677,-43.97453,0.0048
-25.38871,-43.97453,0.0062
-31.03064,-43.97453,0.0047
-36.67257,-43.97453,0.004
-42.31451,-43.97453,0.008
-47.95644,-43.97453,0.003
-53.59838,-43.97453,0.0082
-59.24031,-43.97453,0.0014
-56.41935,-39.08847,0.009
-50.77741,-39.08847,0.0045
-45.13548,-39.08847,0.0049
-39.49354,-39.08847,0.0044
-33.85161,-39.08847,0.0036
-28.20967,-39.08847,0.006
-22.56774,-39.08847,0.0049
-16.9258,-39.08847,0.0045
-11.28387,-39.08847,0.0052
-5.641934,-39.08847,0.0048
-1.24345e-14,-39.08847,0.0048
5.641934,-39.08847,0.005
11.28387,-39.08847,0.0051
16.9258,-39.08847,0.0045
22.56774,-39.08847,0.005
28.20967,-39.08847,0.0055
33.85161,-39.08847,0.0036
39.49354,-39.08847,0.0047
45.13548,-39.08847,0.005
50.77741,-39.08847,0.0043
56.41935,-39.08847,0.0088
59.24031,-34.20241,0.0007
53.59838,-34.20241,0.0067
47.95644,-34.20241,0.0024
42.31451,-34.20241,0.0042
36.67257,-34.20241,0.0034
31.03064,-34.20241,0.0043
25.38871,-34.20241,0.0053
19.74677,-34.20241,0.0044
14.10484,-34.20241,0.0047
8.462902,-34.20241,0.0053
2.820967,-34.20241,0.0049
-2.820967,-34.20241,0.0047
-8.462902,-34.20241,0.0051
-14.10484,-34.20241,0.0046
-19.74677,-34.20241,0.004
-25.38871,-34.20241,0.0051
-31.03064,-34.20241,0.0046
-36.67257,-34.20241,0.0035
-42.31451,-34.20241,0.004
-47.95644,-34.20241,0.0022
-53.59838,-34.20241,0.0065
-59.24031,-34.20241,0.0007
-56.41935,-29.31635,0.009
-50.77741,-29.31635,0.0045
-45.13548,-29.31635,0.0044
-39.49354,-29.31635,0.0058
-33.85161,-29.31635,0.0047
-28.20967,-29.31635,0.0051
-22.56774,-29.31635,0.005
-16.9258,-29.31635,0.0047
-11.28387,-29.31635,0.0052
-5.641934,-29.31635,0.0049
-1.24345e-14,-29.31635,0.0045
5.641934,-29.31635,0.005
11.28387,-29.31635,0.0051
16.9258,-29.31635,0.0046
22.56774,-29.31635,0.0049
28.20967,-29.31635,0.0049
33.85161,-29.31635,0.0046
39.49354,-29.31635,0.0057
45.13548,-29.31635,0.0043
50.77741,-29.31635,0.0044
56.41935,-29.31635,0.0087
59.24031,-24.43029,0.0011
53.59838,-24.43029,0.0082
47.95644,-24.43029,0.0033
42.31451,-24.43029,0.006
36.67257,-24.43029,0.0049
31.03064,-24.43029,0.0045
25.38871,-24.43029,0.0052
19.74677,-24.43029,0.005
14.10484,-24.43029,0.0049
8.462902,-24.43029,0.0052
2.820967,-24.43029,0.0049
-2.820967,-24.43029,0.0048
-8.462902,-24.43029,0.0053
-14.10484,-24.43029,0.0051
-19.74677,-24.43029,0.0052
-25.38871,-24.43029,0.0053
-31.03064,-24.43029,0.0046
-36.67257,-24.43029,0.005
-42.31451,-24.43029,0.0062
-47.95644,-24.43029,0.0036
-53.59838,-24.43029,0.0086
-59.24031,-24.43029,0.0011
-56.41935,-19.54424,0.0081
-50.77741,-19.54424,0.004
-45.13548,-19.54424,0.004
-39.49354,-19.54424,0.005
-33.85161,-19.54424,0.0041
-28.20967,-19.54424,0.0048
-22.56774,-19.54424,0.0047
-16.9258,-19.54424,0.0043
-11.28387,-19.54424,0.005
-5.641934,-19.54424,0.0052
-1.24345e-14,-19.54424,0.0051
5.641934,-19.54424,0.0053
11.28387,-19.54424,0.005
16.9258,-19.54424,0.0045
22.56774,-19.54424,0.005
28.20967,-19.54424,0.0047
33.85161,-19.54424,0.0041
39.49354,-19.54424,0.0051
45.13548,-19.54424,0.0038
50.77741,-19.54424,0.0037
56.41935,-19.54424,0.0078
59.24031,-14.65818,0.0011
53.59838,-14.65818,0.0083
47.95644,-14.65818,0.0031
42.31451,-14.65818,0.0056
36.67257,-14.65818,0.0049
31.03064,-14.65818,0.0044
25.38871,-14.65818,0.0046
19.74677,-14.65818,0.0043
14.10484,-14.65818,0.0042
8.462902,-14.65818,0.0047
2.820967,-14.65818,0.0048
-2.820967,-14.65818,0.0047
-8.462902,-14.65818,0.0048
-14.10484,-14.65818,0.0042
-19.74677,-14.65818,0.0041
-25.38871,-14.65818,0.0047
-31.03064,-14.65818,0.0044
-36.67257,-14.65818,0.0047
-42.31451,-14.65818,0.0055
-47.95644,-14.65818,0.0032
-53.59838,-14.65818,0.0086
-59.24031,-14.65818,0.0012
-56.41935,-9.772118,0.0082
