SpotPositionMap_X,SpotPositionMap_Y,Spot_weights
-57.53527,-57.69443,0.0008
-51.47893,-57.69443,0.001
-45.42258,-57.69443,0.001
-39.36624,-57.69443,0.001
-33.30989,-57.69443,0.0009
-27.25355,-57.69443,0.001
-21.19721,-57.69443,0.001
-15.14086,-57.69443,0.0009
-9.084517,-57.69443,0.0009
-3.028172,-57.69443,0.0009
3.028172,-57.69443,0.0009
9.084517,-57.69443,0.0009
15.14086,-57.69443,0.0009
21.19721,-57.69443,0.0009
27.25355,-57.69443,0.0009
33.30989,-57.69443,0.001
39.36624,-57.69443,0.001
45.42258,-57.69443,0.001
51.47893,-57.69443,0.001
57.53527,-57.69443,0.0008
54.5071,-52.44948,0.0034
48.45076,-52.44948,0.0014
42.39441,-52.44948,0.0027
36.33807,-52.44948,0.0019
30.28172,-52.44948,0.0022
24.22538,-52.44948,0.0021
18.16903,-52.44948,0.0021
12.11269,-52.44948,0.0022
6.056345,-52.44948,0.0021
-3.019807e-14,-52.44948,0.0023
-6.056345,-52.44948,0.0021
-12.11269,-52.44948,0.002
-18.16903,-52.44948,0.0022
-24.22538,-52.44948,0.0025
-30.28172,-52.44948,0.0022
-36.33807,-52.44948,0.0018
-42.39441,-52.44948,0.0027
-48.45076,-52.44948,0.0013
-54.5071,-52.44948,0.0032
-57.53527,-47.20453,0.0018
-45.42258,-47.20453,0.0008
-39.36624,-47.20453,0.0007
-33.30989,-47.20453,0.0004
-27.25355,-47.20453,0.0008
-21.19721,-47.20453,0.0009
-15.14086,-47.20453,0.0007
-9.084517,-47.20453,0.0006
-3.028172,-47.20453,0.0007
3.028172,-47.20453,0.0007
9.084517,-47.20453,0.0007
15.14086,-47.20453,0.0007
21.19721,-47.20453,0.0006
27.25355,-47.20453,0.0007
33.30989,-47.20453,0.0005
39.36624,-47.20453,0.0007
45.42258,-47.20453,0.0008
57.53527,-47.20453,0.0017
54.5071,-41.95959,0.0029
48.45076,-41.95959,0.0015
42.39441,-41.95959,0.0023
36.33807,-41.95959,0.0015
30.28172,-41.95959,0.0016
24.22538,-41.95959,0.0017
18.16903,-41.95959,0.0015
12.11269,-41.95959,0.0017
6.056345,-41.95959,0.0015
-4.440892e-14,-41.95959,0.0016
-6.056345,-41.95959,0.0016
-12.11269,-41.95959,0.0016
-18.16903,-41.95959,0.0018
-24.22538,-41.95959,0.0021
-30.28172,-41.95959,0.0016
-36.33807,-41.95959,0.0014
-42.39441,-41.95959,0.0023
-48.45076,-41.95959,0.0017
-54.5071,-41.95959,0.0029
-57.53527,-36.71464,0.0018
-51.47893,-36.71464,0.0009
-45.42258,-36.71464,0.0008
-39.36624,-36.71464,0.001
-33.30989,-36.71464,0.001
-27.25355,-36.71464,0.0012
-21.19721,-36.71464,0.0013
-15.14086,-36.71464,0.0012
-9.084517,-36.71464,0.0013
