SpotPositionMap_X,SpotPositionMap_Y,Spot_weights
-52.77007,-59.14146,0.0005
55.87419,-53.76496,0.0016
49.66594,-53.76496,0.0021
43.4577,-53.76496,0.0022
37.24946,-53.76496,0.0022
31.04121,-53.76496,0.0022
24.83297,-53.76496,0.0023
18.62473,-53.76496,0.0022
12.41649,-53.76496,0.0023
6.208243,-53.76496,0.0022
5.329071e-15,-53.76496,0.0023
-6.208243,-53.76496,0.0022
-12.41649,-53.76496,0.0022
-18.62473,-53.76496,0.0022
-24.83297,-53.76496,0.0022
-31.04121,-53.76496,0.0024
-37.24946,-53.76496,0.002
-43.4577,-53.76496,0.0025
-49.66594,-53.76496,0.0012
-55.87419,-53.76496,0.0014
-52.77007,-48.38847,0.0014
-46.56182,-48.38847,0.0007
-40.35358,-48.38847,0.0003
-15.52061,-48.38847,0.0003
40.35358,-48.38847,0.0003
46.56182,-48.38847,0.0003
52.77007,-48.38847,0.0006
55.87419,-43.01197,0.002
49.66594,-43.01197,0.002
43.4577,-43.01197,0.0026
37.24946,-43.01197,0.0021
31.04121,-43.01197,0.0024
24.83297,-43.01197,0.0023
18.62473,-43.01197,0.0023
12.41649,-43.01197,0.0023
6.208243,-43.01197,0.0023
5.329071e-15,-43.01197,0.0022
-6.208243,-43.01197,0.0023
-12.41649,-43.01197,0.0023
-18.62473,-43.01197,0.0024
-24.83297,-43.01197,0.0023
-31.04121,-43.01197,0.0024
-37.24946,-43.01197,0.002
-43.4577,-43.01197,0.0025
-49.66594,-43.01197,0.0013
-55.87419,-43.01197,0.0019
-52.77007,-37.63547,0.0009
-46.56182,-37.63547,0.001
-40.35358,-37.63547,0.0005
-34.14534,-37.63547,0.0005
-27.93709,-37.63547,0.0005
-21.72885,-37.63547,0.0006
-15.52061,-37.63547,0.0006
-9.312365,-37.63547,0.0005
-3.104121,-37.63547,0.0005
3.104121,-37.63547,0.0005
9.312365,-37.63547,0.0005
15.52061,-37.63547,0.0005
21.72885,-37.63547,0.0005
27.93709,-37.63547,0.0005
34.14534,-37.63547,0.0005
40.35358,-37.63547,0.0004
46.56182,-37.63547,0.0007
52.77007,-37.63547,0.0006
55.87419,-32.25898,0.0018
49.66594,-32.25898,0.0013
43.4577,-32.25898,0.0017
37.24946,-32.25898,0.0015
31.04121,-32.25898,0.0016
24.83297,-32.25898,0.0015
18.62473,-32.25898,0.0016
12.41649,-32.25898,0.0015
6.208243,-32.25898,0.0016
5.329071e-15,-32.25898,0.0015
-6.208243,-32.25898,0.0016
-12.41649,-32.25898,0.0017
-18.62473,-32.25898,0.0018
-24.83297,-32.25898,0.0016
-31.04121,-32.25898,0.0016
-37.24946,-32.25898,0.0014
-43.4577,-32.25898,0.0016
-49.66594,-32.25898,0.0012
-55.87419,-32.25898,0.0018
-52.77007,-26.88248,0.0009
-46.56182,-26.88248,0.0013
-40.35358,-26.88248,0.0012
-34.14534,-26.88248,0.0011
-27.93709,-26.88248,0.001
-21.72885,-26.88248,0.0011
-15.52061,-26.88248,0.0012
-9.312365,-26.88248,0.0011
-3.104121,-26.88248,0.001
3.104121,-26.88248,0.001
9.312365,-26.88248,0.001
15.52061,-26.88248,0.001
21.72885,-26.88248,0.001
