SpotPositionMap_X,SpotPositionMap_Y,Spot_weights
52.16821,-60.23867,0.0005
40.57528,-60.23867,0.0006
-40.57528,-60.23867,0.0006
-52.16821,-60.23867,0.0005
-55.06645,-55.21878,0.0061
-49.26998,-55.21878,0.0017
-43.47351,-55.21878,0.0037
-37.67704,-55.21878,0.0026
-31.88058,-55.21878,0.0036
-26.08411,-55.21878,0.0039
-20.28764,-55.21878,0.0036
-14.49117,-55.21878,0.0037
-8.694702,-55.21878,0.0036
-2.898234,-55.21878,0.0035
2.898234,-55.21878,0.0035
8.694702,-55.21878,0.0036
14.49117,-55.21878,0.0036
20.28764,-55.21878,0.0035
26.08411,-55.21878,0.0038
31.88058,-55.21878,0.0037
37.67704,-55.21878,0.0026
43.47351,-55.21878,0.0035
49.26998,-55.21878,0.0018
55.06645,-55.21878,0.006
57.96468,-50.19889,0.0021
52.16821,-50.19889,0.001
46.37175,-50.19889,0.0012
40.57528,-50.19889,0.0021
34.77881,-50.19889,0.0013
28.98234,-50.19889,0.0013
23.18587,-50.19889,0.0013
17.3894,-50.19889,0.0012
11.59294,-50.19889,0.0015
5.796468,-50.19889,0.0014
1.598721e-14,-50.19889,0.0014
-5.796468,-50.19889,0.0013
-11.59294,-50.19889,0.0013
-17.3894,-50.19889,0.0011
-23.18587,-50.19889,0.0012
-28.98234,-50.19889,0.0012
-34.77881,-50.19889,0.0012
-40.57528,-50.19889,0.0022
-46.37175,-50.19889,0.0014
-52.16821,-50.19889,0.0009
-57.96468,-50.19889,0.0022
-55.06645,-45.179,0.0033
-49.26998,-45.179,0.0012
-43.47351,-45.179,0.0027
-37.67704,-45.179,0.002
-31.88058,-45.179,0.0017
-26.08411,-45.179,0.0032
-20.28764,-45.179,0.0025
-14.49117,-45.179,0.0026
-8.694702,-45.179,0.0027
-2.898234,-45.179,0.0027
2.898234,-45.179,0.0027
8.694702,-45.179,0.0028
14.49117,-45.179,0.0026
20.28764,-45.179,0.0024
26.08411,-45.179,0.0031
31.88058,-45.179,0.0019
37.67704,-45.179,0.0022
43.47351,-45.179,0.0025
49.26998,-45.179,0.001
55.06645,-45.179,0.0033
57.96468,-40.15911,0.0021
52.16821,-40.15911,0.0024
46.37175,-40.15911,0.0021
40.57528,-40.15911,0.0029
34.77881,-40.15911,0.0014
28.98234,-40.15911,0.0021
23.18587,-40.15911,0.002
17.3894,-40.15911,0.0016
11.59294,-40.15911,0.0018
5.796468,-40.15911,0.0017
3.019807e-14,-40.15911,0.0019
-5.796468,-40.15911,0.0017
-11.59294,-40.15911,0.0019
-17.3894,-40.15911,0.0016
-23.18587,-40.15911,0.0021
-28.98234,-40.15911,0.0022
-34.77881,-40.15911,0.0013
-40.57528,-40.15911,0.0027
-46.37175,-40.15911,0.0022
-52.16821,-40.15911,0.0025
-57.96468,-40.15911,0.0022
-55.06645,-35.13922,0.0033
-49.26998,-35.13922,0.0011
-43.47351,-35.13922,0.002
-37.67704,-35.13922,0.0016
-31.88058,-35.13922,0.0019
-26.08411,-35.13922,0.0028
-20.28764,-35.13922,0.0022
-14.49117,-35.13922,0.0025
-8.694702,-35.13922,0.0027
-2.898234,-35.13922,0.0026
2.898234,-35.13922,0.0026
8.694702,-35.13922,0.0026
14.49117,-35.13922,0.0025
20.28764,-35.13922,0.0022
26.08411,-35.13922,0.0027
31.88058,-35.13922,0.0018
37.67704,-35.13922,0.0017
43.47351,-35.13922,0.0021
49.26998,-35.13922,0.0012
55.06645,-35.13922,0.0035
57.96468,-30.11933,0.002
52.16821,-30.11933,0.0022
46.37175,-30.11933,0.0014
40.57528,-30.11933,0.0025
34.77881,-30.11933,0.0018
28.98234,-30.11933,0.0019
23.18587,-30.11933,0.002
17.3894,-30.11933,0.0018
11.59294,-30.11933,0.002
5.796468,-30.11933,0.002
4.440892e-14,-30.11933,0.002
-5.796468,-30.11933,0.0021
-11.59294,-30.11933,0.0021
-17.3894,-30.11933,0.0019
-23.18587,-30.11933,0.0021
-28.98234,-30.11933,0.002
-34.77881,-30.11933,0.0019
-40.57528,-30.11933,0.0025
-46.37175,-30.11933,0.0014
-52.16821,-30.11933,0.0022
-57.96468,-30.11933,0.0021
-55.06645,-25.09944,0.0039
-49.26998,-25.09944,0.0015
-43.47351,-25.09944,0.0027
