-2.13498	-0.706301	1.08707	0.446917
3.00961	0.6487	-0.524691	-0.00525094
1.86494	0.98073	-2.39286	-1.44714
-3.64248	-0.941848	-2.18542	-0.610917
-1.27774	-0.529794	3.59897	1.43076
-1.9947	-0.883658	2.80296	0.94809
-1.82869	-0.562536	2.36812	0.772499
-2.09708	-0.668186	-2.70754	-0.721341
0.510594	0.0826948	-0.448803	0.53363
1.07364	-0.286643	2.08679	0.857605
-2.13498	-0.706301	1.08707	0.446917
3.00961	0.6487	-0.524691	-0.00525094
1.86494	0.98073	-2.39286	-1.44714
-3.64248	-0.941848	-2.18542	-0.610917
-1.27774	-0.529794	3.59897	1.43076
-1.9947	-0.883658	2.80296	0.94809
-1.82869	-0.562536	2.36812	0.772499
-2.09708	-0.668186	-2.70754	-0.721341
0.510594	0.0826948	-0.448803	0.53363
1.07364	-0.286643	2.08679	0.857605
-2.13498	-0.706301	1.08707	0.446917
3.00961	0.6487	-0.524691	-0.00525094
1.86494	0.98073	-2.39286	-1.44714
-3.64248	-0.941848	-2.18542	-0.610917
-1.27774	-0.529794	3.59897	1.43076
-1.9947	-0.883658	2.80296	0.94809
-1.82869	-0.562536	2.36812	0.772499
-2.09708	-0.668186	-2.70754	-0.721341
0.510594	0.0826948	-0.448803	0.53363
1.07364	-0.286643	2.08679	0.857605
-2.13498	-0.706301	1.08707	0.446917
3.00961	0.6487	-0.524691	-0.00525094
1.86494	0.98073	-2.39286	-1.44714
-3.64248	-0.941848	-2.18542	-0.610917
-1.27774	-0.529794	3.59897	1.43076
-1.9947	-0.883658	2.80296	0.94809
-1.82869	-0.562536	2.36812	0.772499
-2.09708	-0.668186	-2.70754	-0.721341
0.510594	0.0826948	-0.448803	0.53363
1.07364	-0.286643	2.08679	0.857605
-2.13498	-0.706301	1.08707	0.446917
3.00961	0.6487	-0.524691	-0.00525094
1.86494	0.98073	-2.39286	-1.44714
-3.64248	-0.941848	-2.18542	-0.610917
-1.27774	-0.529794	3.59897	1.43076
-1.9947	-0.883658	2.80296	0.94809
-1.82869	-0.562536	2.36812	0.772499
-2.09708	-0.668186	-2.70754	-0.721341
0.510594	0.0826948	-0.448803	0.53363
1.07364	-0.286643	2.08679	0.857605
-2.13498	-0.706301	1.08707	0.446917
3.00961	0.6487	-0.524691	-0.00525094
1.86494	0.98073	-2.39286	-1.44714
-3.64248	-0.941848	-2.18542	-0.610917
-1.27774	-0.529794	3.59897	1.43076
-1.9947	-0.883658	2.80296	0.94809
-1.82869	-0.562536	2.36812	0.772499
-2.09708	-0.668186	-2.70754	-0.721341
0.510594	0.0826948	-0.448803	0.53363
1.07364	-0.286643	2.08679	0.857605
-2.13498	-0.706301	1.08707	0.446917
3.00961	0.6487	-0.524691	-0.00525094
1.86494	0.98073	-2.39286	-1.44714
-3.64248	-0.941848	-2.18542	-0.610917
-1.27774	-0.529794	3.59897	1.43076
-1.9947	-0.883658	2.80296	0.94809
-1.82869	-0.562536	2.36812	0.772499
-2.09708	-0.668186	-2.70754	-0.721341
0.510594	0.0826948	-0.448803	0.53363
1.07364	-0.286643	2.08679	0.857605
-2.13498	-0.706301	1.08707	0.446917
3.00961	0.6487	-0.524691	-0.00525094
1.86494	0.98073	-2.39286	-1.44714
-3.64248	-0.941848	-2.18542	-0.610917
-1.27774	-0.529794	3.59897	1.43076
-1.9947	-0.883658	2.80296	0.94809
-1.82869	-0.562536	2.36812	0.772499
-2.09708	-0.668186	-2.70754	-0.721341
0.510594	0.0826948	-0.448803	0.53363
1.07364	-0.286643	2.08679	0.857605
-2.13498	-0.706301	1.08707	0.446917
-2.13498	-0.706301	1.08707	0.446917
-2.13498	-0.706301	1.08707	0.446917
-2.13498	-0.706301	1.08707	0.446917
-2.13498	-0.706301	1.08707	0.446917
